name,osm_type,osm_id,latitude,longitude,area_ha,perimeter_m,shore_complexity,wilderness_score,visual_seclusion_score,access_score,privacy_exposure_score,campsite_suitability_score,safety_score,data_confidence_score,overall_spot_score,overall_coverage,score_base,score_penalties,passes_filters,filter_status,confidence,tree_cover_100m,tree_cover_250m,tree_cover_500m,tree_cover_1000m,shore_tree_cover,natural_land_percent,built_up_percent,cropland_percent,grassland_percent,shrubland_percent,building_osm_count,building_overture_count,building_official_count,building_source_count,building_sources_disagree,shore_segment_count,shore_length_m,shore_segment_mean_score,shore_segment_median_score,shore_segment_p10_score,shore_segment_min_score,developed_shore_percent,natural_shore_percent,longest_developed_section_m,longest_natural_section_m,distance_major_road_m,distance_minor_road_m,distance_any_road_m,distance_soft_way_m,distance_railway_m,distance_residential_m,distance_campsite_m,distance_marina_m,distance_parking_m,has_campsite,has_marina,has_accommodation,has_residential,has_parking,has_railway,drive_time_min,drive_distance_km,drive_time_source,drive_access_lat,drive_access_lon,walking_distance_to_lake_m,walking_distance_source,access_road_class,access_road_name,access_via_private_road,access_point_missing,quality_flags,filter_unknown_reasons,filter_reasons,landcover_source,water_tag,centroid_lon,centroid_lat,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy,lake_uid,building_count_100m_x,residential_area_count_100m,commercial_industrial_count_100m,campsite_count_100m,accommodation_count_100m,marina_count_100m,parking_count_100m,man_made_count_100m,major_road_count_100m,minor_road_count_100m,soft_way_count_100m,railway_count_100m,building_count_250m_x,residential_area_count_250m,commercial_industrial_count_250m,campsite_count_250m,accommodation_count_250m,marina_count_250m,parking_count_250m,man_made_count_250m,major_road_count_250m,minor_road_count_250m,soft_way_count_250m,railway_count_250m,building_count_500m_x,residential_area_count_500m,commercial_industrial_count_500m,campsite_count_500m,accommodation_count_500m,marina_count_500m,parking_count_500m,man_made_count_500m,major_road_count_500m,minor_road_count_500m,soft_way_count_500m,railway_count_500m,building_count_1000m_x,residential_area_count_1000m,commercial_industrial_count_1000m,campsite_count_1000m,accommodation_count_1000m,marina_count_1000m,parking_count_1000m,man_made_count_1000m,major_road_count_1000m,minor_road_count_1000m,soft_way_count_1000m,railway_count_1000m,distance_building_m,distance_residential_area_m,distance_commercial_industrial_m,distance_accommodation_m,distance_man_made_m,flag_radius_m,distance_nearest_building_m_x,osm_features_ok,building_count_100m_y,building_official_count_100m,building_overture_count_100m,building_osm_count_100m,building_count_250m_y,building_official_count_250m,building_overture_count_250m,building_osm_count_250m,building_count_500m_y,building_official_count_500m,building_overture_count_500m,building_osm_count_500m,building_count_1000m_y,building_official_count_1000m,building_overture_count_1000m,building_osm_count_1000m,distance_nearest_building_m_y,building_count_merged,building_sources_queried,building_sources,building_data_ok,landcover_ok,n_pixels_100m,nodata_percent_100m,tree_cover_percent_100m,shrubland_percent_100m,grassland_percent_100m,cropland_percent_100m,built_up_percent_100m,bare_percent_100m,snow_ice_percent_100m,water_percent_100m,wetland_percent_100m,mangroves_percent_100m,moss_lichen_percent_100m,natural_land_percent_100m,valid_pixels_100m,n_pixels_250m,nodata_percent_250m,tree_cover_percent_250m,shrubland_percent_250m,grassland_percent_250m,cropland_percent_250m,built_up_percent_250m,bare_percent_250m,snow_ice_percent_250m,water_percent_250m,wetland_percent_250m,mangroves_percent_250m,moss_lichen_percent_250m,natural_land_percent_250m,valid_pixels_250m,n_pixels_500m,nodata_percent_500m,tree_cover_percent_500m,shrubland_percent_500m,grassland_percent_500m,cropland_percent_500m,built_up_percent_500m,bare_percent_500m,snow_ice_percent_500m,water_percent_500m,wetland_percent_500m,mangroves_percent_500m,moss_lichen_percent_500m,natural_land_percent_500m,valid_pixels_500m,n_pixels_1000m,nodata_percent_1000m,tree_cover_percent_1000m,shrubland_percent_1000m,grassland_percent_1000m,cropland_percent_1000m,built_up_percent_1000m,bare_percent_1000m,snow_ice_percent_1000m,water_percent_1000m,wetland_percent_1000m,mangroves_percent_1000m,moss_lichen_percent_1000m,natural_land_percent_1000m,valid_pixels_1000m,shore_natural_percent,shore_built_up_percent,landcover_ref_distance_m,developed_shore_fraction,natural_shore_fraction,worst_shore_segment_index,worst_shore_segment,shore_segments_ok,shore_segment_spacing_m,access_candidate_count,access_candidates,travel_ok,score_breakdowns,confidence_reasons,sources_available,filter_fail_reasons,filter_checks
Gerlinsee,way,26122815,53.1333594,12.993477602678237,5.847598454454112,1247.5200311190706,1.455304339595617,86.0,90.6,74.2,,,,82.0,85.5,58.8,86.0,0.0,False,UNKNOWN,mittel,100.0,100.0,99.96,99.15,100.0,100.0,0.0,0.0,0.84,0.0,0,0,0,0,False,50,1247.5,97.9,97.5,96.7,96.5,0.0,100.0,0.0,1247.5,2060.1,511.0,15.0,15.0,1302.6,2911.1,3000.0,3000.0,1098.8,False,False,False,False,False,False,76.9,96.1,schaetzung,53.138734,13.001236,689.9,luftlinie_x_umwegfaktor,minor_road,Atomstraße,False,False,nur_eine_gebaeudequelle; distanz_abgeschnitten; landcover_stand_2021,Abstand nächstes Gebäude: Wert fehlt; Gebäude im 100-m-Ring: Wert fehlt; Gebäude im 250-m-Ring: Wert fehlt; Gebäude im 500-m-Ring: Wert fehlt,[unbekannt] Abstand nächstes Gebäude: Wert fehlt; [unbekannt] Gebäude im 100-m-Ring: Wert fehlt; [unbekannt] Gebäude im 250-m-Ring: Wert fehlt; [unbekannt] Gebäude im 500-m-Ring: Wert fehlt,ESA WorldCover 2021 v200,lake,12.993477602678237,53.1333594,365627.12896142993,5888818.987178287,366022.98333387135,5889140.576231948,w26122815,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,38,0,1113.8,2911.1,1040.0,3000.0,1166.4,1000,1113.8,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113.8,0,osm,,True,True,2915,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,0.0,0.0,0.0,100.0,2766,9414,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,0.0,0.0,0.0,100.0,8948,26251,0.0,99.96,0.0,0.04,0.0,0.0,0.0,0.0,22.43,0.0,0.0,0.0,100.0,20364,82596,0.0,99.15,0.0,0.84,0.0,0.0,0.0,0.0,21.54,0.02,0.0,0.0,100.0,64802,100.0,0.0,1000,0.0,1.0,9,"{""index"": 9, ""score"": 96.5, ""x"": 365768.4944385162, ""y"": 5889084.079685005, ""distance_building_m"": 1148.3, ""distance_minor_road_m"": 717.6, ""tree_cover"": 99.73}",True,25.0,431,"{'lat': 53.13873405313888, 'lon': 13.001236030357056, 'walk_m': 689.9, 'road_class': 'minor_road', 'private': False, 'drive_time_min': 76.9, 'score': 81.6}; {'lat': 53.139159951668645, 'lon': 13.000443842408492, 'walk_m': 713.7, 'road_class': 'minor_road', 'private': False, 'drive_time_min': 77.0, 'score': 81.0}; {'lat': 53.1378615, 'lon': 13.0038247, 'walk_m': 748.7, 'road_class': 'minor_road', 'private': False, 'drive_time_min': 76.8, 'score': 80.0}",True,"{""wilderness"": [{""kind"": ""component"", ""name"": ""shore_tree_cover"", ""metric"": ""shore_tree_cover"", ""value"": 100.0, ""unit"": ""%"", ""weight"": 3.0, ""sub_score"": 1.0, ""points"": 20.69, ""label"": ""Wald direkt am Ufer (0-100 m)""}, {""kind"": ""component"", ""name"": ""tree_cover_500m"", ""metric"": ""tree_cover_500m"", ""value"": 99.96, ""unit"": ""%"", ""weight"": 2.0, ""sub_score"": 1.0, ""points"": 13.79, ""label"": ""Wald im 500-m-Ring""}, {""kind"": ""component"", ""name"": ""tree_cover_1000m"", ""metric"": ""tree_cover_1000m"", ""value"": 99.15, ""unit"": ""%"", ""weight"": 1.0, ""sub_score"": 1.0, ""points"": 6.9, ""label"": ""Wald im 1000-m-Ring""}, {""kind"": ""component"", ""name"": ""natural_land"", ""metric"": ""natural_land_percent"", ""value"": 100.0, ""unit"": ""%"", ""weight"": 1.0, ""sub_score"": 1.0, ""points"": 6.9, ""label"": ""Naturnahe Fläche gesamt (1000 m)""}, {""kind"": ""component"", ""name"": ""distance_building"", ""metric"": ""distance_nearest_building_m"", ""value"": null, ""unit"": ""m"", ""weight"": 2.5, ""sub_score"": 0.2, ""points"": 3.45, ""label"": ""Abstand zum nächsten Gebäude""}, {""kind"": ""component"", ""name"": ""distance_major_road"", ""metric"": ""distance_major_road_m"", ""value"": 2060.1, ""unit"": ""m"", ""weight"": 1.5, ""sub_score"": 1.0, ""points"": 10.34, ""label"": ""Abstand zur nächsten Hauptstraße""}, {""kind"": ""component"", ""name"": ""distance_residential"", ""metric"": ""distance_residential_m"", ""value"": 2911.1, ""unit"": ""m"", ""weight"": 1.0, ""sub_score"": 0.967, ""points"": 6.67, ""label"": ""Abstand zum nächsten Wohngebiet""}, {""kind"": ""component"", ""name"": ""low_cropland"", ""metric"": ""cropland_percent"", ""value"": 0.0, ""unit"": ""%"", ""weight"": 1.0, ""sub_score"": 1.0, ""points"": 6.9, ""label"": ""Wenig Ackerland (1000 m)""}, {""kind"": ""component"", ""name"": ""low_built_up"", ""metric"": ""built_up_percent"", ""value"": 0.0, ""unit"": ""%"", ""weight"": 1.5, ""sub_score"": 1.0, ""points"": 10.34, ""label"": ""Wenig Siedlungsfläche (1000 m)""}], ""visual_seclusion"": [{""kind"": ""component"", ""name"": ""shore_p10"", ""metric"": ""shore_segment_p10_score"", ""value"": 96.7, ""unit"": """", ""weight"": 3.0, ""sub_score"": 1.0, ""points"": 35.29, ""label"": ""Schlechtestes Zehntel des Ufers (P10)""}, {""kind"": ""component"", ""name"": ""shore_median"", ""metric"": ""shore_segment_median_score"", ""value"": 97.5, ""unit"": """", ""weight"": 1.5, ""sub_score"": 1.0, ""points"": 17.65, ""label"": ""Ufer im Median""}, {""kind"": ""component"", ""name"": ""natural_shore"", ""metric"": ""natural_shore_percent"", ""value"": 100.0, ""unit"": ""%"", ""weight"": 2.0, ""sub_score"": 1.0, ""points"": 23.53, ""label"": ""Anteil naturbelassenes Ufer""}, {""kind"": ""component"", ""name"": ""shore_worst"", ""metric"": ""shore_segment_min_score"", ""value"": 96.5, ""unit"": """", ""weight"": 1.0, ""sub_score"": 1.0, ""points"": 11.76, ""label"": ""Schlechtestes Einzelsegment""}, {""kind"": ""component"", ""name"": ""dist_building"", ""metric"": ""distance_nearest_building_m"", ""value"": null, ""unit"": ""m"", ""weight"": 1.0, ""sub_score"": 0.2, ""points"": 2.35, ""label"": ""Abstand zum nächsten Gebäude""}], ""access"": [{""kind"": ""component"", ""name"": ""drive_time"", ""metric"": ""drive_time_min"", ""value"": 76.9, ""unit"": ""min"", ""weight"": 2.0, ""sub_score"": 0.687, ""points"": 34.35, ""label"": ""Fahrzeit ab Startpunkt""}, {""kind"": ""component"", ""name"": ""walk_to_lake"", ""metric"": ""walking_distance_to_lake_m"", ""value"": 689.9, ""unit"": ""m"", ""weight"": 1.5, ""sub_score"": 0.895, ""points"": 33.56, ""label"": ""Fußweg vom Zugangspunkt zum Ufer""}, {""kind"": ""component"", ""name"": ""walk_to_spot"", ""metric"": ""walking_distance_to_spot_m"", ""value"": null, ""unit"": ""m"", ""weight"": 0.5, ""sub_score"": 0.5, ""points"": 6.25, ""label"": ""Fußweg zum Platz""}], ""privacy_exposure"": [], ""campsite_suitability"": [], ""safety"": []}",nur_eine_gebaeudequelle -10; distanz_abgeschnitten -3; landcover_stand_2021 -5,"{""landcover"": true, ""buildings"": true, ""osm_features"": true, ""shore_segments"": true, ""travel"": true, ""terrain"": false}",,"{'name': 'min_distance_nearest_building_m', 'label': 'Abstand nächstes Gebäude', 'status': 'UNKNOWN', 'value': None, 'detail': 'Abstand nächstes Gebäude: Wert fehlt', 'critical': True}; {'name': 'max_buildings_100m', 'label': 'Gebäude im 100-m-Ring', 'status': 'UNKNOWN', 'value': None, 'detail': 'Gebäude im 100-m-Ring: Wert fehlt', 'critical': True}; {'name': 'max_buildings_250m', 'label': 'Gebäude im 250-m-Ring', 'status': 'UNKNOWN', 'value': None, 'detail': 'Gebäude im 250-m-Ring: Wert fehlt', 'critical': True}; {'name': 'max_buildings_500m', 'label': 'Gebäude im 500-m-Ring', 'status': 'UNKNOWN', 'value': None, 'detail': 'Gebäude im 500-m-Ring: Wert fehlt', 'critical': True}; {'name': 'exclude_residential', 'label': 'Wohngebiet in Reichweite', 'status': 'PASS', 'value': False, 'detail': '', 'critical': True}; {'name': 'exclude_campsite', 'label': 'Campingplatz in Reichweite', 'status': 'PASS', 'value': False, 'detail': '', 'critical': True}; {'name': 'exclude_marina', 'label': 'Marina / Hafen / Slipanlage in Reichweite', 'status': 'PASS', 'value': False, 'detail': '', 'critical': True}; {'name': 'exclude_accommodation', 'label': 'Hotel / Pension / Hütte in Reichweite', 'status': 'PASS', 'value': False, 'detail': '', 'critical': True}; {'name': 'min_tree_cover_500m', 'label': 'Wald im 500-m-Ring', 'status': 'PASS', 'value': 99.96, 'detail': '', 'critical': True}; {'name': 'min_shore_tree_cover', 'label': 'Wald am Ufer', 'status': 'PASS', 'value': 100.0, 'detail': '', 'critical': True}; {'name': 'max_built_up_percent', 'label': 'Siedlungsanteil', 'status': 'PASS', 'value': 0.0, 'detail': '', 'critical': True}; {'name': 'max_cropland_percent', 'label': 'Ackeranteil', 'status': 'PASS', 'value': 0.0, 'detail': '', 'critical': True}; {'name': 'min_distance_major_road', 'label': 'Abstand Hauptstraße', 'status': 'PASS', 'value': 2060.1, 'detail': '', 'critical': True}; {'name': 'max_developed_shore_percent', 'label': 'Bebauter Uferanteil', 'status': 'PASS', 'value': 0.0, 'detail': '', 'critical': True}; {'name': 'min_shore_p10', 'label': 'Schlechtestes Uferzehntel (P10)', 'status': 'PASS', 'value': 96.7, 'detail': '', 'critical': True}; {'name': 'max_drive_time', 'label': 'Fahrzeit', 'status': 'PASS', 'value': 76.9, 'detail': '', 'critical': False}"
Glabatzsee,way,111504809,53.13618425,12.974036059347544,2.035489007601152,675.0399391506949,1.3347199632065418,83.1,90.6,78.0,,,,82.0,85.1,58.8,83.1,0.0,False,UNKNOWN,mittel,100.0,98.82,96.2,95.7,100.0,100.0,0.0,0.0,3.69,0.0,1,0,0,1,False,27,675.0,99.6,100.0,98.2,97.9,0.0,100.0,0.0,675.0,2550.2,1407.9,70.7,70.7,1431.2,1802.5,3000.0,3000.0,1463.8,False,False,False,False,False,False,77.2,96.4,schaetzung,53.134972,12.976744,95.5,luftlinie_x_umwegfaktor,soft_way,,False,False,nur_eine_gebaeudequelle; distanz_abgeschnitten; landcover_stand_2021,Abstand nächstes Gebäude: Wert fehlt; Gebäude im 100-m-Ring: Wert fehlt; Gebäude im 250-m-Ring: Wert fehlt; Gebäude im 500-m-Ring: Wert fehlt,[unbekannt] Abstand nächstes Gebäude: Wert fehlt; [unbekannt] Gebäude im 100-m-Ring: Wert fehlt; [unbekannt] Gebäude im 250-m-Ring: Wert fehlt; [unbekannt] Gebäude im 500-m-Ring: Wert fehlt,ESA WorldCover 2021 v200,lake,12.974036059347544,53.13618425,364354.05658113654,5889261.208503206,364632.63407909765,5889397.005393757,w111504809,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,2,0,0,28,0,928.3,1802.5,1274.7,3000.0,886.0,1000,928.3,True,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,928.3,1,osm,osm,True,True,1911,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,0.0,0.0,0.0,100.0,1813,7056,0.0,98.82,0.0,1.18,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,100.0,6958,21681,0.0,96.2,0.0,3.79,0.0,0.0,0.0,0.0,6.94,0.01,0.0,0.0,100.0,20176,73665,0.0,95.7,0.0,3.69,0.0,0.0,0.0,0.0,21.72,0.61,0.0,0.0,100.0,57664,100.0,0.0,1000,0.0,1.0,2,"{""index"": 2, ""score"": 97.9, ""x"": 364618.5191636473, ""y"": 5889263.720430122, ""distance_building_m"": 971.7, ""distance_minor_road_m"": 1446.9, ""tree_cover"": 100.0}",True,25.0,350,"{'lat': 53.134971573818696, 'lon': 12.976744001811202, 'walk_m': 95.5, 'road_class': 'soft_way', 'private': False, 'drive_time_min': 77.2, 'score': 71.1}; {'lat': 53.13540452520483, 'lon': 12.97814312940951, 'walk_m': 159.6, 'road_class': 'soft_way', 'private': False, 'drive_time_min': 77.2, 'score': 69.4}; {'lat': 53.13450683284493, 'lon': 12.97484530064683, 'walk_m': 179.5, 'road_class': 'soft_way', 'private': False, 'drive_time_min': 77.2, 'score': 68.9}",True,"{""wilderness"": [{""kind"": ""component"", ""name"": ""shore_tree_cover"", ""metric"": ""shore_tree_cover"", ""value"": 100.0, ""unit"": ""%"", ""weight"": 3.0, ""sub_score"": 1.0, ""points"": 20.69, ""label"": ""Wald direkt am Ufer (0-100 m)""}, {""kind"": ""component"", ""name"": ""tree_cover_500m"", ""metric"": ""tree_cover_500m"", ""value"": 96.2, ""unit"": ""%"", ""weight"": 2.0, ""sub_score"": 1.0, ""points"": 13.79, ""label"": ""Wald im 500-m-Ring""}, {""kind"": ""component"", ""name"": ""tree_cover_1000m"", ""metric"": ""tree_cover_1000m"", ""value"": 95.7, ""unit"": ""%"", ""weight"": 1.0, ""sub_score"": 1.0, ""points"": 6.9, ""label"": ""Wald im 1000-m-Ring""}, {""kind"": ""component"", ""name"": ""natural_land"", ""metric"": ""natural_land_percent"", ""value"": 100.0, ""unit"": ""%"", ""weight"": 1.0, ""sub_score"": 1.0, ""points"": 6.9, ""label"": ""Naturnahe Fläche gesamt (1000 m)""}, {""kind"": ""component"", ""name"": ""distance_building"", ""metric"": ""distance_nearest_building_m"", ""value"": null, ""unit"": ""m"", ""weight"": 2.5, ""sub_score"": 0.2, ""points"": 3.45, ""label"": ""Abstand zum nächsten Gebäude""}, {""kind"": ""component"", ""name"": ""distance_major_road"", ""metric"": ""distance_major_road_m"", ""value"": 2550.2, ""unit"": ""m"", ""weight"": 1.5, ""sub_score"": 1.0, ""points"": 10.34, ""label"": ""Abstand zur nächsten Hauptstraße""}, {""kind"": ""component"", ""name"": ""distance_residential"", ""metric"": ""distance_residential_m"", ""value"": 1802.5, ""unit"": ""m"", ""weight"": 1.0, ""sub_score"": 0.556, ""points"": 3.83, ""label"": ""Abstand zum nächsten Wohngebiet""}, {""kind"": ""component"", ""name"": ""low_cropland"", ""metric"": ""cropland_percent"", ""value"": 0.0, ""unit"": ""%"", ""weight"": 1.0, ""sub_score"": 1.0, ""points"": 6.9, ""label"": ""Wenig Ackerland (1000 m)""}, {""kind"": ""component"", ""name"": ""low_built_up"", ""metric"": ""built_up_percent"", ""value"": 0.0, ""unit"": ""%"", ""weight"": 1.5, ""sub_score"": 1.0, ""points"": 10.34, ""label"": ""Wenig Siedlungsfläche (1000 m)""}], ""visual_seclusion"": [{""kind"": ""component"", ""name"": ""shore_p10"", ""metric"": ""shore_segment_p10_score"", ""value"": 98.2, ""unit"": """", ""weight"": 3.0, ""sub_score"": 1.0, ""points"": 35.29, ""label"": ""Schlechtestes Zehntel des Ufers (P10)""}, {""kind"": ""component"", ""name"": ""shore_median"", ""metric"": ""shore_segment_median_score"", ""value"": 100.0, ""unit"": """", ""weight"": 1.5, ""sub_score"": 1.0, ""points"": 17.65, ""label"": ""Ufer im Median""}, {""kind"": ""component"", ""name"": ""natural_shore"", ""metric"": ""natural_shore_percent"", ""value"": 100.0, ""unit"": ""%"", ""weight"": 2.0, ""sub_score"": 1.0, ""points"": 23.53, ""label"": ""Anteil naturbelassenes Ufer""}, {""kind"": ""component"", ""name"": ""shore_worst"", ""metric"": ""shore_segment_min_score"", ""value"": 97.9, ""unit"": """", ""weight"": 1.0, ""sub_score"": 1.0, ""points"": 11.76, ""label"": ""Schlechtestes Einzelsegment""}, {""kind"": ""component"", ""name"": ""dist_building"", ""metric"": ""distance_nearest_building_m"", ""value"": null, ""unit"": ""m"", ""weight"": 1.0, ""sub_score"": 0.2, ""points"": 2.35, ""label"": ""Abstand zum nächsten Gebäude""}], ""access"": [{""kind"": ""component"", ""name"": ""drive_time"", ""metric"": ""drive_time_min"", ""value"": 77.2, ""unit"": ""min"", ""weight"": 2.0, ""sub_score"": 0.685, ""points"": 34.25, ""label"": ""Fahrzeit ab Startpunkt""}, {""kind"": ""component"", ""name"": ""walk_to_lake"", ""metric"": ""walking_distance_to_lake_m"", ""value"": 95.5, ""unit"": ""m"", ""weight"": 1.5, ""sub_score"": 1.0, ""points"": 37.5, ""label"": ""Fußweg vom Zugangspunkt zum Ufer""}, {""kind"": ""component"", ""name"": ""walk_to_spot"", ""metric"": ""walking_distance_to_spot_m"", ""value"": null, ""unit"": ""m"", ""weight"": 0.5, ""sub_score"": 0.5, ""points"": 6.25, ""label"": ""Fußweg zum Platz""}], ""privacy_exposure"": [], ""campsite_suitability"": [], ""safety"": []}",nur_eine_gebaeudequelle -10; distanz_abgeschnitten -3; landcover_stand_2021 -5,"{""landcover"": true, ""buildings"": true, ""osm_features"": true, ""shore_segments"": true, ""travel"": true, ""terrain"": false}",,"{'name': 'min_distance_nearest_building_m', 'label': 'Abstand nächstes Gebäude', 'status': 'UNKNOWN', 'value': None, 'detail': 'Abstand nächstes Gebäude: Wert fehlt', 'critical': True}; {'name': 'max_buildings_100m', 'label': 'Gebäude im 100-m-Ring', 'status': 'UNKNOWN', 'value': None, 'detail': 'Gebäude im 100-m-Ring: Wert fehlt', 'critical': True}; {'name': 'max_buildings_250m', 'label': 'Gebäude im 250-m-Ring', 'status': 'UNKNOWN', 'value': None, 'detail': 'Gebäude im 250-m-Ring: Wert fehlt', 'critical': True}; {'name': 'max_buildings_500m', 'label': 'Gebäude im 500-m-Ring', 'status': 'UNKNOWN', 'value': None, 'detail': 'Gebäude im 500-m-Ring: Wert fehlt', 'critical': True}; {'name': 'exclude_residential', 'label': 'Wohngebiet in Reichweite', 'status': 'PASS', 'value': False, 'detail': '', 'critical': True}; {'name': 'exclude_campsite', 'label': 'Campingplatz in Reichweite', 'status': 'PASS', 'value': False, 'detail': '', 'critical': True}; {'name': 'exclude_marina', 'label': 'Marina / Hafen / Slipanlage in Reichweite', 'status': 'PASS', 'value': False, 'detail': '', 'critical': True}; {'name': 'exclude_accommodation', 'label': 'Hotel / Pension / Hütte in Reichweite', 'status': 'PASS', 'value': False, 'detail': '', 'critical': True}; {'name': 'min_tree_cover_500m', 'label': 'Wald im 500-m-Ring', 'status': 'PASS', 'value': 96.2, 'detail': '', 'critical': True}; {'name': 'min_shore_tree_cover', 'label': 'Wald am Ufer', 'status': 'PASS', 'value': 100.0, 'detail': '', 'critical': True}; {'name': 'max_built_up_percent', 'label': 'Siedlungsanteil', 'status': 'PASS', 'value': 0.0, 'detail': '', 'critical': True}; {'name': 'max_cropland_percent', 'label': 'Ackeranteil', 'status': 'PASS', 'value': 0.0, 'detail': '', 'critical': True}; {'name': 'min_distance_major_road', 'label': 'Abstand Hauptstraße', 'status': 'PASS', 'value': 2550.2, 'detail': '', 'critical': True}; {'name': 'max_developed_shore_percent', 'label': 'Bebauter Uferanteil', 'status': 'PASS', 'value': 0.0, 'detail': '', 'critical': True}; {'name': 'min_shore_p10', 'label': 'Schlechtestes Uferzehntel (P10)', 'status': 'PASS', 'value': 98.2, 'detail': '', 'critical': True}; {'name': 'max_drive_time', 'label': 'Fahrzeit', 'status': 'PASS', 'value': 77.2, 'detail': '', 'critical': False}"
